hotel,fecha,nivel,cantidad
demo-costa,2024-12-15,Member (MRD),1
demo-costa,2024-12-15,Silver Elite (SLR),1
demo-costa,2024-12-15,Gold Elite (GLD),1
demo-costa,2024-12-15,Titanium Elite (TTM),2
demo-centro,2024-12-16,Member (MRD),3
demo-centro,2024-12-16,Silver Elite (SLR),1
demo-centro,2024-12-16,Gold Elite (GLD),2
demo-centro,2024-12-16,Platinum Elite (PLT),1
demo-centro,2024-12-16,Titanium Elite (TTM),3
demo-costa,2024-12-16,Member (MRD),2
demo-costa,2024-12-16,Gold Elite (GLD),3
demo-costa,2024-12-16,Platinum Elite (PLT),3
demo-centro,2024-12-17,Member (MRD),4
demo-centro,2024-12-17,Silver Elite (SLR),3
demo-centro,2024-12-17,Gold Elite (GLD),1
demo-centro,2024-12-17,Platinum Elite (PLT),2
demo-centro,2024-12-17,Titanium Elite (TTM),3
demo-costa,2024-12-17,Member (MRD),3
demo-costa,2024-12-17,Silver Elite (SLR),3
demo-costa,2024-12-17,Gold Elite (GLD),4
demo-costa,2024-12-17,Platinum Elite (PLT),4
demo-costa,2024-12-17,Titanium Elite (TTM),3
demo-centro,2024-12-18,Silver Elite (SLR),4
demo-centro,2024-12-18,Gold Elite (GLD),1
demo-centro,2024-12-18,Platinum Elite (PLT),3
demo-centro,2024-12-18,Titanium Elite (TTM),4
demo-costa,2024-12-18,Gold Elite (GLD),2
demo-costa,2024-12-18,Platinum Elite (PLT),3
demo-centro,2024-12-19,Member (MRD),1
demo-centro,2024-12-19,Silver Elite (SLR),2
demo-centro,2024-12-19,Gold Elite (GLD),3
demo-centro,2024-12-19,Platinum Elite (PLT),1
demo-centro,2024-12-19,Titanium Elite (TTM),1
demo-costa,2024-12-19,Silver Elite (SLR),3
demo-costa,2024-12-19,Gold Elite (GLD),3
demo-costa,2024-12-19,Platinum Elite (PLT),2
demo-costa,2024-12-19,Titanium Elite (TTM),4
demo-centro,2024-12-20,Member (MRD),2
demo-centro,2024-12-20,Silver Elite (SLR),2
demo-centro,2024-12-20,Gold Elite (GLD),4
demo-centro,2024-12-20,Platinum Elite (PLT),1
demo-costa,2024-12-20,Member (MRD),2
demo-costa,2024-12-20,Gold Elite (GLD),2
demo-costa,2024-12-20,Platinum Elite (PLT),1
demo-costa,2024-12-20,Titanium Elite (TTM),4
demo-centro,2024-12-21,Member (MRD),2
demo-centro,2024-12-21,Silver Elite (SLR),3
demo-centro,2024-12-21,Gold Elite (GLD),3
demo-centro,2024-12-21,Platinum Elite (PLT),3
demo-costa,2024-12-21,Member (MRD),2
demo-costa,2024-12-21,Silver Elite (SLR),3
demo-costa,2024-12-21,Gold Elite (GLD),3
demo-costa,2024-12-21,Platinum Elite (PLT),3
demo-costa,2024-12-21,Titanium Elite (TTM),4
demo-centro,2024-12-22,Member (MRD),1
demo-centro,2024-12-22,Silver Elite (SLR),1
demo-centro,2024-12-22,Gold Elite (GLD),3
demo-centro,2024-12-22,Platinum Elite (PLT),3
demo-centro,2024-12-22,Titanium Elite (TTM),4
demo-costa,2024-12-22,Member (MRD),3
demo-costa,2024-12-22,Silver Elite (SLR),1
demo-costa,2024-12-22,Gold Elite (GLD),2
demo-costa,2024-12-22,Platinum Elite (PLT),1
demo-centro,2024-12-23,Member (MRD),2
demo-centro,2024-12-23,Silver Elite (SLR),4
demo-centro,2024-12-23,Gold Elite (GLD),3
demo-costa,2024-12-23,Silver Elite (SLR),3
demo-costa,2024-12-23,Gold Elite (GLD),2
demo-costa,2024-12-23,Platinum Elite (PLT),1
demo-costa,2024-12-23,Titanium Elite (TTM),3
demo-centro,2024-12-24,Member (MRD),4
demo-centro,2024-12-24,Silver Elite (SLR),1
demo-centro,2024-12-24,Gold Elite (GLD),4
demo-centro,2024-12-24,Platinum Elite (PLT),4
demo-costa,2024-12-24,Member (MRD),2
demo-costa,2024-12-24,Silver Elite (SLR),4
demo-costa,2024-12-24,Gold Elite (GLD),1
demo-costa,2024-12-24,Platinum Elite (PLT),2
demo-centro,2024-12-25,Platinum Elite (PLT),3
demo-costa,2024-12-25,Member (MRD),2
demo-costa,2024-12-25,Silver Elite (SLR),3
demo-costa,2024-12-25,Gold Elite (GLD),2
demo-costa,2024-12-25,Platinum Elite (PLT),1
demo-costa,2024-12-25,Titanium Elite (TTM),4
demo-centro,2024-12-26,Member (MRD),4
demo-centro,2024-12-26,Platinum Elite (PLT),4
demo-centro,2024-12-26,Titanium Elite (TTM),3
demo-costa,2024-12-26,Member (MRD),4
demo-costa,2024-12-26,Silver Elite (SLR),2
demo-costa,2024-12-26,Gold Elite (GLD),2
demo-costa,2024-12-26,Platinum Elite (PLT),2
demo-costa,2024-12-26,Titanium Elite (TTM),1
demo-centro,2024-12-27,Member (MRD),3
demo-centro,2024-12-27,Silver Elite (SLR),3
demo-centro,2024-12-27,Gold Elite (GLD),2
demo-centro,2024-12-27,Platinum Elite (PLT),4
demo-centro,2024-12-27,Titanium Elite (TTM),1
demo-costa,2024-12-27,Member (MRD),4
demo-costa,2024-12-27,Platinum Elite (PLT),2
demo-costa,2024-12-27,Titanium Elite (TTM),1
demo-centro,2024-12-28,Silver Elite (SLR),2
demo-centro,2024-12-28,Platinum Elite (PLT),1
demo-centro,2024-12-28,Titanium Elite (TTM),3
demo-costa,2024-12-28,Member (MRD),1
demo-costa,2024-12-28,Silver Elite (SLR),3
demo-costa,2024-12-28,Gold Elite (GLD),3
demo-costa,2024-12-28,Platinum Elite (PLT),3
demo-costa,2024-12-28,Titanium Elite (TTM),1
demo-centro,2024-12-29,Member (MRD),4
demo-centro,2024-12-29,Silver Elite (SLR),3
demo-centro,2024-12-29,Gold Elite (GLD),4
demo-centro,2024-12-29,Platinum Elite (PLT),3
demo-centro,2024-12-29,Titanium Elite (TTM),1
demo-costa,2024-12-29,Member (MRD),2
demo-costa,2024-12-29,Silver Elite (SLR),4
demo-costa,2024-12-29,Gold Elite (GLD),3
demo-centro,2024-12-30,Member (MRD),2
demo-centro,2024-12-30,Silver Elite (SLR),3
demo-centro,2024-12-30,Gold Elite (GLD),3
demo-centro,2024-12-30,Platinum Elite (PLT),2
demo-centro,2024-12-30,Titanium Elite (TTM),2
demo-costa,2024-12-30,Member (MRD),1
demo-costa,2024-12-30,Silver Elite (SLR),4
demo-costa,2024-12-30,Gold Elite (GLD),1
demo-costa,2024-12-30,Platinum Elite (PLT),1
demo-centro,2024-12-31,Member (MRD),1
demo-centro,2024-12-31,Silver Elite (SLR),1
demo-centro,2024-12-31,Gold Elite (GLD),4
demo-centro,2024-12-31,Platinum Elite (PLT),1
demo-centro,2024-12-31,Titanium Elite (TTM),2
demo-costa,2024-12-31,Member (MRD),1
demo-costa,2024-12-31,Silver Elite (SLR),3
demo-costa,2024-12-31,Platinum Elite (PLT),3
demo-costa,2024-12-31,Titanium Elite (TTM),1
demo-centro,2025-01-01,Member (MRD),1
demo-centro,2025-01-01,Silver Elite (SLR),3
demo-centro,2025-01-01,Gold Elite (GLD),2
demo-centro,2025-01-01,Platinum Elite (PLT),1
demo-costa,2025-01-01,Member (MRD),4
demo-costa,2025-01-01,Gold Elite (GLD),1
demo-costa,2025-01-01,Platinum Elite (PLT),3
demo-costa,2025-01-01,Titanium Elite (TTM),2
demo-centro,2025-01-02,Member (MRD),4
demo-centro,2025-01-02,Gold Elite (GLD),4
demo-centro,2025-01-02,Platinum Elite (PLT),3
demo-centro,2025-01-02,Titanium Elite (TTM),4
demo-costa,2025-01-02,Member (MRD),3
demo-costa,2025-01-02,Silver Elite (SLR),2
demo-costa,2025-01-02,Gold Elite (GLD),2
demo-costa,2025-01-02,Platinum Elite (PLT),3
demo-costa,2025-01-02,Titanium Elite (TTM),1
demo-centro,2025-01-03,Member (MRD),4
demo-centro,2025-01-03,Silver Elite (SLR),3
demo-centro,2025-01-03,Gold Elite (GLD),1
demo-centro,2025-01-03,Platinum Elite (PLT),2
demo-centro,2025-01-03,Titanium Elite (TTM),4
demo-costa,2025-01-03,Member (MRD),4
demo-costa,2025-01-03,Platinum Elite (PLT),2
demo-costa,2025-01-03,Titanium Elite (TTM),2
demo-centro,2025-01-04,Member (MRD),4
demo-centro,2025-01-04,Silver Elite (SLR),3
demo-centro,2025-01-04,Gold Elite (GLD),3
demo-centro,2025-01-04,Platinum Elite (PLT),3
demo-centro,2025-01-04,Titanium Elite (TTM),3
demo-costa,2025-01-04,Member (MRD),4
demo-costa,2025-01-04,Silver Elite (SLR),1
demo-costa,2025-01-04,Platinum Elite (PLT),1
demo-costa,2025-01-04,Titanium Elite (TTM),1
demo-centro,2025-01-05,Member (MRD),3
demo-centro,2025-01-05,Silver Elite (SLR),3
demo-centro,2025-01-05,Platinum Elite (PLT),1
demo-costa,2025-01-05,Silver Elite (SLR),3
demo-costa,2025-01-05,Gold Elite (GLD),3
demo-costa,2025-01-05,Platinum Elite (PLT),4
demo-centro,2025-01-06,Member (MRD),2
demo-centro,2025-01-06,Silver Elite (SLR),3
demo-centro,2025-01-06,Gold Elite (GLD),3
demo-centro,2025-01-06,Platinum Elite (PLT),3
demo-costa,2025-01-06,Member (MRD),4
demo-costa,2025-01-06,Silver Elite (SLR),3
demo-costa,2025-01-06,Gold Elite (GLD),1
demo-costa,2025-01-06,Platinum Elite (PLT),1
demo-costa,2025-01-06,Titanium Elite (TTM),2
demo-centro,2025-01-07,Member (MRD),3
demo-centro,2025-01-07,Silver Elite (SLR),3
demo-centro,2025-01-07,Gold Elite (GLD),2
demo-centro,2025-01-07,Titanium Elite (TTM),4
demo-costa,2025-01-07,Member (MRD),2
demo-costa,2025-01-07,Silver Elite (SLR),3
demo-costa,2025-01-07,Gold Elite (GLD),4
demo-costa,2025-01-07,Titanium Elite (TTM),3
demo-centro,2025-01-08,Member (MRD),3
demo-centro,2025-01-08,Silver Elite (SLR),4
demo-centro,2025-01-08,Gold Elite (GLD),4
demo-costa,2025-01-08,Member (MRD),2
demo-costa,2025-01-08,Gold Elite (GLD),4
demo-costa,2025-01-08,Platinum Elite (PLT),3
demo-costa,2025-01-08,Titanium Elite (TTM),4
demo-centro,2025-01-09,Member (MRD),4
demo-centro,2025-01-09,Silver Elite (SLR),3
demo-centro,2025-01-09,Gold Elite (GLD),3
demo-centro,2025-01-09,Titanium Elite (TTM),2
demo-costa,2025-01-09,Member (MRD),2
demo-costa,2025-01-09,Silver Elite (SLR),4
demo-costa,2025-01-09,Gold Elite (GLD),1
demo-costa,2025-01-09,Platinum Elite (PLT),4
demo-costa,2025-01-09,Titanium Elite (TTM),3
demo-centro,2025-01-10,Member (MRD),4
demo-centro,2025-01-10,Silver Elite (SLR),4
demo-centro,2025-01-10,Gold Elite (GLD),1
demo-centro,2025-01-10,Platinum Elite (PLT),4
demo-centro,2025-01-10,Titanium Elite (TTM),3
demo-costa,2025-01-10,Member (MRD),2
demo-costa,2025-01-10,Gold Elite (GLD),1
demo-costa,2025-01-10,Platinum Elite (PLT),2
demo-centro,2025-01-11,Member (MRD),3
demo-centro,2025-01-11,Silver Elite (SLR),1
demo-centro,2025-01-11,Gold Elite (GLD),4
demo-centro,2025-01-11,Platinum Elite (PLT),4
demo-centro,2025-01-11,Titanium Elite (TTM),2
demo-costa,2025-01-11,Silver Elite (SLR),1
demo-costa,2025-01-11,Gold Elite (GLD),3
demo-costa,2025-01-11,Platinum Elite (PLT),4
demo-costa,2025-01-11,Titanium Elite (TTM),3
demo-centro,2025-01-12,Member (MRD),2
demo-centro,2025-01-12,Silver Elite (SLR),2
demo-centro,2025-01-12,Platinum Elite (PLT),4
demo-centro,2025-01-12,Titanium Elite (TTM),2
demo-costa,2025-01-12,Silver Elite (SLR),3
demo-costa,2025-01-12,Gold Elite (GLD),4
demo-costa,2025-01-12,Titanium Elite (TTM),2
demo-centro,2025-01-13,Member (MRD),4
demo-centro,2025-01-13,Gold Elite (GLD),3
demo-centro,2025-01-13,Platinum Elite (PLT),4
demo-centro,2025-01-13,Titanium Elite (TTM),1
demo-costa,2025-01-13,Member (MRD),1
demo-costa,2025-01-13,Silver Elite (SLR),2
demo-costa,2025-01-13,Gold Elite (GLD),1
demo-centro,2025-01-14,Member (MRD),4
demo-centro,2025-01-14,Silver Elite (SLR),2
demo-centro,2025-01-14,Gold Elite (GLD),1
demo-centro,2025-01-14,Platinum Elite (PLT),1
demo-centro,2025-01-14,Titanium Elite (TTM),2
demo-costa,2025-01-14,Member (MRD),4
demo-costa,2025-01-14,Silver Elite (SLR),3
demo-costa,2025-01-14,Gold Elite (GLD),2
demo-costa,2025-01-14,Platinum Elite (PLT),2
demo-costa,2025-01-14,Titanium Elite (TTM),4
demo-centro,2025-01-15,Gold Elite (GLD),1
demo-centro,2025-01-15,Platinum Elite (PLT),2
demo-costa,2025-01-15,Member (MRD),3
demo-costa,2025-01-15,Silver Elite (SLR),4
demo-costa,2025-01-15,Gold Elite (GLD),1
demo-costa,2025-01-15,Platinum Elite (PLT),3
demo-centro,2025-01-16,Gold Elite (GLD),3
demo-centro,2025-01-16,Titanium Elite (TTM),1
demo-costa,2025-01-16,Member (MRD),3
demo-costa,2025-01-16,Silver Elite (SLR),3
demo-costa,2025-01-16,Titanium Elite (TTM),3
demo-centro,2025-01-17,Member (MRD),4
demo-centro,2025-01-17,Silver Elite (SLR),2
demo-centro,2025-01-17,Gold Elite (GLD),1
demo-centro,2025-01-17,Platinum Elite (PLT),3
demo-costa,2025-01-17,Member (MRD),1
demo-costa,2025-01-17,Silver Elite (SLR),3
demo-costa,2025-01-17,Gold Elite (GLD),2
demo-costa,2025-01-17,Platinum Elite (PLT),3
demo-costa,2025-01-17,Titanium Elite (TTM),2
demo-centro,2025-01-18,Gold Elite (GLD),3
demo-centro,2025-01-18,Titanium Elite (TTM),4
demo-costa,2025-01-18,Member (MRD),3
demo-costa,2025-01-18,Gold Elite (GLD),1
demo-costa,2025-01-18,Platinum Elite (PLT),4
demo-costa,2025-01-18,Titanium Elite (TTM),1
demo-centro,2025-01-19,Member (MRD),2
demo-centro,2025-01-19,Silver Elite (SLR),3
demo-centro,2025-01-19,Platinum Elite (PLT),4
demo-costa,2025-01-19,Member (MRD),4
demo-costa,2025-01-19,Silver Elite (SLR),1
demo-costa,2025-01-19,Gold Elite (GLD),2
demo-costa,2025-01-19,Platinum Elite (PLT),2
demo-costa,2025-01-19,Titanium Elite (TTM),3
demo-centro,2025-01-20,Member (MRD),4
demo-centro,2025-01-20,Silver Elite (SLR),4
demo-centro,2025-01-20,Gold Elite (GLD),1
demo-centro,2025-01-20,Platinum Elite (PLT),1
demo-centro,2025-01-20,Titanium Elite (TTM),2
demo-costa,2025-01-20,Silver Elite (SLR),2
demo-costa,2025-01-20,Gold Elite (GLD),4
demo-costa,2025-01-20,Platinum Elite (PLT),3
demo-costa,2025-01-20,Titanium Elite (TTM),2
demo-centro,2025-01-21,Member (MRD),1
demo-centro,2025-01-21,Platinum Elite (PLT),1
demo-centro,2025-01-21,Titanium Elite (TTM),2
demo-costa,2025-01-21,Member (MRD),3
demo-costa,2025-01-21,Silver Elite (SLR),3
demo-costa,2025-01-21,Gold Elite (GLD),2
demo-costa,2025-01-21,Platinum Elite (PLT),3
demo-centro,2025-01-22,Member (MRD),3
demo-centro,2025-01-22,Silver Elite (SLR),2
demo-centro,2025-01-22,Gold Elite (GLD),4
demo-centro,2025-01-22,Platinum Elite (PLT),3
demo-centro,2025-01-22,Titanium Elite (TTM),1
demo-costa,2025-01-22,Member (MRD),3
demo-costa,2025-01-22,Silver Elite (SLR),2
demo-costa,2025-01-22,Gold Elite (GLD),2
demo-costa,2025-01-22,Platinum Elite (PLT),3
demo-costa,2025-01-22,Titanium Elite (TTM),2
demo-centro,2025-01-23,Silver Elite (SLR),1
demo-centro,2025-01-23,Platinum Elite (PLT),2
demo-centro,2025-01-23,Titanium Elite (TTM),2
demo-costa,2025-01-23,Member (MRD),2
demo-costa,2025-01-23,Silver Elite (SLR),3
demo-costa,2025-01-23,Gold Elite (GLD),4
demo-costa,2025-01-23,Platinum Elite (PLT),3
demo-costa,2025-01-23,Titanium Elite (TTM),4
demo-centro,2025-01-24,Member (MRD),1
demo-centro,2025-01-24,Silver Elite (SLR),4
demo-centro,2025-01-24,Gold Elite (GLD),2
demo-centro,2025-01-24,Platinum Elite (PLT),2
demo-costa,2025-01-24,Platinum Elite (PLT),3
demo-costa,2025-01-24,Titanium Elite (TTM),2
demo-centro,2025-01-25,Member (MRD),1
demo-centro,2025-01-25,Silver Elite (SLR),2
demo-centro,2025-01-25,Gold Elite (GLD),1
demo-centro,2025-01-25,Platinum Elite (PLT),3
demo-centro,2025-01-25,Titanium Elite (TTM),1
demo-costa,2025-01-25,Member (MRD),2
demo-costa,2025-01-25,Silver Elite (SLR),1
demo-costa,2025-01-25,Gold Elite (GLD),4
demo-costa,2025-01-25,Platinum Elite (PLT),3
demo-costa,2025-01-25,Titanium Elite (TTM),4
demo-centro,2025-01-26,Silver Elite (SLR),4
demo-centro,2025-01-26,Gold Elite (GLD),2
demo-centro,2025-01-26,Platinum Elite (PLT),3
demo-centro,2025-01-26,Titanium Elite (TTM),1
demo-costa,2025-01-26,Member (MRD),3
demo-costa,2025-01-26,Silver Elite (SLR),2
demo-costa,2025-01-26,Gold Elite (GLD),2
demo-costa,2025-01-26,Platinum Elite (PLT),3
demo-costa,2025-01-26,Titanium Elite (TTM),1
demo-centro,2025-01-27,Member (MRD),3
demo-centro,2025-01-27,Silver Elite (SLR),4
demo-centro,2025-01-27,Gold Elite (GLD),2
demo-centro,2025-01-27,Platinum Elite (PLT),3
demo-costa,2025-01-27,Silver Elite (SLR),4
demo-costa,2025-01-27,Gold Elite (GLD),4
demo-costa,2025-01-27,Platinum Elite (PLT),3
demo-costa,2025-01-27,Titanium Elite (TTM),2
demo-centro,2025-01-28,Silver Elite (SLR),3
demo-centro,2025-01-28,Gold Elite (GLD),1
demo-centro,2025-01-28,Platinum Elite (PLT),2
demo-centro,2025-01-28,Titanium Elite (TTM),3
demo-costa,2025-01-28,Member (MRD),1
demo-costa,2025-01-28,Silver Elite (SLR),3
demo-costa,2025-01-28,Gold Elite (GLD),4
demo-costa,2025-01-28,Platinum Elite (PLT),1
demo-costa,2025-01-28,Titanium Elite (TTM),2
demo-centro,2025-01-29,Member (MRD),2
demo-centro,2025-01-29,Platinum Elite (PLT),2
demo-centro,2025-01-29,Titanium Elite (TTM),2
demo-costa,2025-01-29,Member (MRD),3
demo-costa,2025-01-29,Silver Elite (SLR),2
demo-costa,2025-01-29,Platinum Elite (PLT),2
demo-costa,2025-01-29,Titanium Elite (TTM),4
demo-centro,2025-01-30,Member (MRD),3
demo-centro,2025-01-30,Silver Elite (SLR),2
demo-centro,2025-01-30,Gold Elite (GLD),4
demo-centro,2025-01-30,Platinum Elite (PLT),2
demo-centro,2025-01-30,Titanium Elite (TTM),2
demo-costa,2025-01-30,Member (MRD),1
demo-costa,2025-01-30,Silver Elite (SLR),2
demo-costa,2025-01-30,Gold Elite (GLD),1
demo-costa,2025-01-30,Platinum Elite (PLT),2
demo-costa,2025-01-30,Titanium Elite (TTM),1
demo-centro,2025-01-31,Member (MRD),2
demo-centro,2025-01-31,Gold Elite (GLD),4
demo-centro,2025-01-31,Platinum Elite (PLT),2
demo-centro,2025-01-31,Titanium Elite (TTM),1
demo-costa,2025-01-31,Silver Elite (SLR),4
demo-costa,2025-01-31,Gold Elite (GLD),1
demo-costa,2025-01-31,Platinum Elite (PLT),3
demo-costa,2025-01-31,Titanium Elite (TTM),2
demo-centro,2025-02-01,Silver Elite (SLR),2
demo-centro,2025-02-01,Gold Elite (GLD),3
demo-centro,2025-02-01,Platinum Elite (PLT),4
demo-centro,2025-02-01,Titanium Elite (TTM),2
demo-costa,2025-02-01,Member (MRD),1
demo-costa,2025-02-01,Silver Elite (SLR),1
demo-costa,2025-02-01,Gold Elite (GLD),2
demo-costa,2025-02-01,Platinum Elite (PLT),4
demo-centro,2025-02-02,Member (MRD),1
demo-centro,2025-02-02,Silver Elite (SLR),4
demo-centro,2025-02-02,Gold Elite (GLD),3
demo-centro,2025-02-02,Platinum Elite (PLT),2
demo-centro,2025-02-02,Titanium Elite (TTM),3
demo-costa,2025-02-02,Member (MRD),1
demo-costa,2025-02-02,Silver Elite (SLR),3
demo-costa,2025-02-02,Gold Elite (GLD),4
demo-costa,2025-02-02,Platinum Elite (PLT),3
demo-costa,2025-02-02,Titanium Elite (TTM),1
demo-centro,2025-02-03,Member (MRD),4
demo-centro,2025-02-03,Silver Elite (SLR),4
demo-centro,2025-02-03,Gold Elite (GLD),1
demo-centro,2025-02-03,Titanium Elite (TTM),4
demo-costa,2025-02-03,Member (MRD),1
demo-costa,2025-02-03,Silver Elite (SLR),4
demo-costa,2025-02-03,Gold Elite (GLD),2
demo-costa,2025-02-03,Platinum Elite (PLT),3
demo-centro,2025-02-04,Member (MRD),3
demo-centro,2025-02-04,Silver Elite (SLR),3
demo-centro,2025-02-04,Gold Elite (GLD),1
demo-centro,2025-02-04,Platinum Elite (PLT),1
demo-centro,2025-02-04,Titanium Elite (TTM),4
demo-costa,2025-02-04,Member (MRD),3
demo-costa,2025-02-04,Silver Elite (SLR),1
demo-costa,2025-02-04,Gold Elite (GLD),4
demo-costa,2025-02-04,Titanium Elite (TTM),2
demo-centro,2025-02-05,Silver Elite (SLR),3
demo-centro,2025-02-05,Platinum Elite (PLT),4
demo-costa,2025-02-05,Member (MRD),3
demo-costa,2025-02-05,Silver Elite (SLR),3
demo-costa,2025-02-05,Gold Elite (GLD),2
demo-costa,2025-02-05,Platinum Elite (PLT),2
demo-costa,2025-02-05,Titanium Elite (TTM),2
demo-centro,2025-02-06,Member (MRD),2
demo-centro,2025-02-06,Silver Elite (SLR),4
demo-centro,2025-02-06,Gold Elite (GLD),3
demo-centro,2025-02-06,Platinum Elite (PLT),1
demo-costa,2025-02-06,Silver Elite (SLR),4
demo-costa,2025-02-06,Gold Elite (GLD),1
demo-costa,2025-02-06,Titanium Elite (TTM),4
demo-centro,2025-02-07,Silver Elite (SLR),3
demo-centro,2025-02-07,Gold Elite (GLD),4
demo-centro,2025-02-07,Platinum Elite (PLT),2
demo-centro,2025-02-07,Titanium Elite (TTM),4
demo-costa,2025-02-07,Member (MRD),1
demo-costa,2025-02-07,Silver Elite (SLR),1
demo-costa,2025-02-07,Gold Elite (GLD),1
demo-costa,2025-02-07,Titanium Elite (TTM),4
demo-centro,2025-02-08,Silver Elite (SLR),4
demo-centro,2025-02-08,Platinum Elite (PLT),3
demo-centro,2025-02-08,Titanium Elite (TTM),4
demo-costa,2025-02-08,Member (MRD),1
demo-costa,2025-02-08,Silver Elite (SLR),3
demo-costa,2025-02-08,Gold Elite (GLD),3
demo-costa,2025-02-08,Platinum Elite (PLT),1
demo-costa,2025-02-08,Titanium Elite (TTM),1
demo-centro,2025-02-09,Member (MRD),2
demo-centro,2025-02-09,Silver Elite (SLR),2
demo-centro,2025-02-09,Platinum Elite (PLT),1
demo-costa,2025-02-09,Member (MRD),4
demo-costa,2025-02-09,Silver Elite (SLR),4
demo-costa,2025-02-09,Gold Elite (GLD),4
demo-costa,2025-02-09,Platinum Elite (PLT),1
demo-costa,2025-02-09,Titanium Elite (TTM),4
demo-centro,2025-02-10,Member (MRD),3
demo-centro,2025-02-10,Silver Elite (SLR),1
demo-centro,2025-02-10,Titanium Elite (TTM),3
demo-costa,2025-02-10,Member (MRD),1
demo-costa,2025-02-10,Silver Elite (SLR),3
demo-costa,2025-02-10,Gold Elite (GLD),2
demo-costa,2025-02-10,Platinum Elite (PLT),1
demo-costa,2025-02-10,Titanium Elite (TTM),1
demo-centro,2025-02-11,Member (MRD),1
demo-centro,2025-02-11,Silver Elite (SLR),2
demo-centro,2025-02-11,Platinum Elite (PLT),1
demo-centro,2025-02-11,Titanium Elite (TTM),3
demo-costa,2025-02-11,Member (MRD),4
demo-costa,2025-02-11,Silver Elite (SLR),4
demo-costa,2025-02-11,Gold Elite (GLD),4
demo-costa,2025-02-11,Platinum Elite (PLT),4
demo-costa,2025-02-11,Titanium Elite (TTM),1
demo-centro,2025-02-12,Member (MRD),3
demo-centro,2025-02-12,Silver Elite (SLR),4
demo-centro,2025-02-12,Platinum Elite (PLT),1
demo-centro,2025-02-12,Titanium Elite (TTM),2
demo-costa,2025-02-12,Member (MRD),4
demo-costa,2025-02-12,Silver Elite (SLR),4
demo-costa,2025-02-12,Gold Elite (GLD),2
demo-costa,2025-02-12,Platinum Elite (PLT),4
demo-costa,2025-02-12,Titanium Elite (TTM),3
demo-centro,2025-02-13,Member (MRD),2
demo-centro,2025-02-13,Gold Elite (GLD),3
demo-centro,2025-02-13,Platinum Elite (PLT),3
