hotel,fecha,tipo,total_occ,arr_rooms,comp_rooms,house_use,deduct_indiv,deduct_group,occ_pct,room_revenue,adr,dep_rooms,day_use,no_show,ooo,personas,fecha_reporte
demo-centro,2025-01-02,History,117,41,0,0,104,13,0.5318,19024.29,162.6,39,0,0,0,199,2026-09-25
demo-costa,2025-01-02,History,136,48,0,0,109,27,0.9714,21847.4,160.64,45,0,0,0,231,2026-09-25
demo-centro,2025-01-03,History,136,48,0,0,96,40,0.6182,22111.99,162.59,45,0,0,0,231,2026-09-25
demo-costa,2025-01-03,History,137,48,0,0,122,15,0.9786,23231.87,169.58,45,0,0,0,233,2026-09-25
demo-centro,2025-01-04,History,123,43,0,0,90,33,0.5591,20142.42,163.76,41,0,0,0,209,2026-09-25
demo-costa,2025-01-04,History,134,47,0,0,110,24,0.9571,22894.41,170.85,44,0,0,0,228,2026-09-25
demo-centro,2025-01-05,History,110,38,0,0,94,16,0.5,18052.19,164.11,36,0,0,0,187,2026-09-25
demo-costa,2025-01-05,History,129,45,0,0,114,15,0.9214,20783.09,161.11,43,0,0,0,219,2026-09-25
demo-centro,2025-01-06,History,98,34,0,0,74,24,0.4455,16260.52,165.92,32,0,0,0,167,2026-09-25
demo-costa,2025-01-06,History,137,48,0,0,106,31,0.9786,23146.79,168.95,45,0,0,0,233,2026-09-25
demo-centro,2025-01-07,History,119,42,0,0,82,37,0.5409,19864.98,166.93,39,0,0,0,202,2026-09-25
demo-costa,2025-01-07,History,134,47,0,0,110,24,0.9571,22043.93,164.51,44,0,0,0,228,2026-09-25
demo-centro,2025-01-08,History,106,37,0,0,85,21,0.4818,17095.53,161.28,35,0,0,0,180,2026-09-25
demo-costa,2025-01-08,History,132,46,0,0,103,29,0.9429,22491.36,170.39,44,0,0,0,224,2026-09-25
demo-centro,2025-01-09,History,112,39,0,0,76,36,0.5091,18667.18,166.67,37,0,0,0,190,2026-09-25
demo-costa,2025-01-09,History,137,48,0,0,103,34,0.9786,23108.12,168.67,45,0,0,0,233,2026-09-25
demo-centro,2025-01-10,History,142,50,0,0,127,15,0.6455,24048.08,169.35,47,0,0,0,241,2026-09-25
demo-costa,2025-01-10,History,137,48,0,0,92,45,0.9786,22367.33,163.27,45,0,0,0,233,2026-09-25
demo-centro,2025-01-11,History,131,46,0,0,113,18,0.5955,22012.13,168.03,43,0,0,0,223,2026-09-25
demo-costa,2025-01-11,History,137,48,0,0,118,19,0.9786,23075.94,168.44,45,0,0,0,233,2026-09-25
demo-centro,2025-01-12,History,114,40,0,0,79,35,0.5182,18305.39,160.57,38,0,0,0,194,2026-09-25
demo-costa,2025-01-12,History,123,43,0,0,109,14,0.8786,21089.67,171.46,41,0,0,0,209,2026-09-25
demo-centro,2025-01-13,History,113,40,0,0,93,20,0.5136,17571.18,155.5,37,0,0,0,192,2026-09-25
demo-costa,2025-01-13,History,137,48,0,0,95,42,0.9786,22785.4,166.32,45,0,0,0,233,2026-09-25
demo-centro,2025-01-14,History,130,46,0,0,92,38,0.5909,20138.66,154.91,43,0,0,0,221,2026-09-25
demo-costa,2025-01-14,History,124,43,0,0,99,25,0.8857,21075.49,169.96,41,0,0,0,211,2026-09-25
demo-centro,2025-01-15,History,110,38,0,0,75,35,0.5,18393.24,167.21,36,0,0,0,187,2026-09-25
demo-costa,2025-01-15,History,133,47,0,0,116,17,0.95,21719.55,163.3,44,0,0,0,226,2026-09-25
demo-centro,2025-01-16,History,125,44,0,0,106,19,0.5682,19530.09,156.24,41,0,0,0,212,2026-09-25
demo-costa,2025-01-16,History,137,48,0,0,101,36,0.9786,22237.06,162.31,45,0,0,0,233,2026-09-25
demo-centro,2025-01-17,History,126,44,0,0,91,35,0.5727,20924.52,166.07,42,0,0,0,214,2026-09-25
demo-costa,2025-01-17,History,137,48,0,0,114,23,0.9786,22342.21,163.08,45,0,0,0,233,2026-09-25
demo-centro,2025-01-18,History,139,49,0,0,115,24,0.6318,23098.54,166.18,46,0,0,0,236,2026-09-25
demo-costa,2025-01-18,History,137,48,0,0,109,28,0.9786,22686.87,165.6,45,0,0,0,233,2026-09-25
demo-centro,2025-01-19,History,101,35,0,0,69,32,0.4591,15497.09,153.44,33,0,0,0,172,2026-09-25
demo-costa,2025-01-19,History,124,43,0,0,91,33,0.8857,21523.67,173.58,41,0,0,0,211,2026-09-25
demo-centro,2025-01-20,History,120,42,0,0,85,35,0.5455,20087.66,167.4,40,0,0,0,204,2026-09-25
demo-costa,2025-01-20,History,129,45,0,0,88,41,0.9214,21783.71,168.87,43,0,0,0,219,2026-09-25
demo-centro,2025-01-21,History,132,46,0,0,118,14,0.6,21150.44,160.23,44,0,0,0,224,2026-09-25
demo-costa,2025-01-21,History,124,43,0,0,99,25,0.8857,20392.07,164.45,41,0,0,0,211,2026-09-25
demo-centro,2025-01-22,History,117,41,0,0,83,34,0.5318,18157.42,155.19,39,0,0,0,199,2026-09-25
demo-costa,2025-01-22,History,137,48,0,0,102,35,0.9786,22221.11,162.2,45,0,0,0,233,2026-09-25
demo-centro,2025-01-23,History,134,47,0,0,104,30,0.6091,20627.63,153.94,44,0,0,0,228,2026-09-25
demo-costa,2025-01-23,History,134,47,0,0,91,43,0.9571,22945.36,171.23,44,0,0,0,228,2026-09-25
demo-centro,2025-01-24,History,146,51,0,0,124,22,0.6636,22794.52,156.13,48,0,0,0,248,2026-09-25
demo-costa,2025-01-24,History,137,48,0,0,112,25,0.9786,21996.99,160.56,45,0,0,0,233,2026-09-25
demo-centro,2025-01-25,History,148,52,0,0,123,25,0.6727,24188.24,163.43,49,0,0,0,252,2026-09-25
demo-costa,2025-01-25,History,137,48,0,0,97,40,0.9786,22037.36,160.86,45,0,0,0,233,2026-09-25
demo-centro,2025-01-26,History,116,41,0,0,96,20,0.5273,18466.07,159.19,38,0,0,0,197,2026-09-25
demo-costa,2025-01-26,History,127,44,0,0,104,23,0.9071,21401.94,168.52,42,0,0,0,216,2026-09-25
demo-centro,2025-01-27,History,109,38,0,0,81,28,0.4955,17080.52,156.7,36,0,0,0,185,2026-09-25
demo-costa,2025-01-27,History,132,46,0,0,118,14,0.9429,23051.44,174.63,44,0,0,0,224,2026-09-25
demo-centro,2025-01-28,History,104,36,0,0,78,26,0.4727,17036.09,163.81,34,0,0,0,177,2026-09-25
demo-costa,2025-01-28,History,134,47,0,0,97,37,0.9571,22934.18,171.15,44,0,0,0,228,2026-09-25
demo-centro,2025-01-29,History,102,36,0,0,87,15,0.4636,16840.27,165.1,34,0,0,0,173,2026-09-25
demo-costa,2025-01-29,History,132,46,0,0,112,20,0.9429,22895.13,173.45,44,0,0,0,224,2026-09-25
demo-centro,2025-01-30,History,119,42,0,0,92,27,0.5409,18730.68,157.4,39,0,0,0,202,2026-09-25
demo-costa,2025-01-30,History,136,48,0,0,89,47,0.9714,23006.71,169.17,45,0,0,0,231,2026-09-25
demo-centro,2025-01-31,History,132,46,0,0,95,37,0.6,20969.66,158.86,44,0,0,0,224,2026-09-25
demo-costa,2025-01-31,History,137,48,0,0,119,18,0.9786,22157.8,161.74,45,0,0,0,233,2026-09-25
demo-centro,2025-02-01,History,148,52,0,0,120,28,0.6727,23811.69,160.89,49,0,0,0,252,2026-09-25
demo-costa,2025-02-01,History,137,48,0,0,107,30,0.9786,22794.24,166.38,45,0,0,0,233,2026-09-25
demo-centro,2025-02-02,History,106,37,0,0,90,16,0.4818,16624.63,156.84,35,0,0,0,180,2026-09-25
demo-costa,2025-02-02,History,125,44,0,0,111,14,0.8929,20408.46,163.27,41,0,0,0,212,2026-09-25
demo-centro,2025-02-03,History,123,43,0,0,100,23,0.5591,18971.44,154.24,41,0,0,0,209,2026-09-25
demo-costa,2025-02-03,History,131,46,0,0,90,41,0.9357,21928.6,167.39,43,0,0,0,223,2026-09-25
demo-centro,2025-02-04,History,122,43,0,0,81,41,0.5545,19430.6,159.27,40,0,0,0,207,2026-09-25
demo-costa,2025-02-04,History,127,44,0,0,83,44,0.9071,21006.23,165.4,42,0,0,0,216,2026-09-25
demo-centro,2025-02-05,History,118,41,0,0,85,33,0.5364,19525.64,165.47,39,0,0,0,201,2026-09-25
demo-costa,2025-02-05,History,128,45,0,0,95,33,0.9143,20736.56,162.0,42,0,0,0,218,2026-09-25
demo-centro,2025-02-06,History,121,42,0,0,104,17,0.55,18861.63,155.88,40,0,0,0,206,2026-09-25
demo-costa,2025-02-06,History,117,41,0,0,103,14,0.8357,20230.75,172.91,39,0,0,0,199,2026-09-25
demo-centro,2025-02-07,History,137,48,0,0,95,42,0.6227,22253.96,162.44,45,0,0,0,233,2026-09-25
demo-costa,2025-02-07,History,137,48,0,0,119,18,0.9786,21614.78,157.77,45,0,0,0,233,2026-09-25
demo-centro,2025-02-08,History,125,44,0,0,84,41,0.5682,19835.75,158.69,41,0,0,0,212,2026-09-25
demo-costa,2025-02-08,History,137,48,0,0,98,39,0.9786,23427.3,171.0,45,0,0,0,233,2026-09-25
demo-centro,2025-02-09,History,107,37,0,0,83,24,0.4864,17864.95,166.96,35,0,0,0,182,2026-09-25
demo-costa,2025-02-09,History,113,40,0,0,83,30,0.8071,18610.51,164.69,37,0,0,0,192,2026-09-25
demo-centro,2025-02-10,History,114,40,0,0,94,20,0.5182,18028.99,158.15,38,0,0,0,194,2026-09-25
demo-costa,2025-02-10,History,130,46,0,0,88,42,0.9286,21463.17,165.1,43,0,0,0,221,2026-09-25
demo-centro,2025-02-11,History,99,35,0,0,85,14,0.45,16368.94,165.34,33,0,0,0,168,2026-09-25
demo-costa,2025-02-11,History,126,44,0,0,91,35,0.9,20015.75,158.86,42,0,0,0,214,2026-09-25
demo-centro,2025-02-12,History,127,44,0,0,96,31,0.5773,20754.21,163.42,42,0,0,0,216,2026-09-25
demo-costa,2025-02-12,History,124,43,0,0,99,25,0.8857,20352.62,164.13,41,0,0,0,211,2026-09-25
demo-centro,2025-02-13,History,118,41,0,0,88,30,0.5364,18602.74,157.65,39,0,0,0,201,2026-09-25
demo-costa,2025-02-13,History,134,47,0,0,117,17,0.9571,21438.09,159.99,44,0,0,0,228,2026-09-25
demo-centro,2025-02-14,History,138,48,0,0,93,45,0.6273,23115.39,167.5,46,0,0,0,235,2026-09-25
demo-costa,2025-02-14,History,137,48,0,0,115,22,0.9786,22399.36,163.5,45,0,0,0,233,2026-09-25
demo-centro,2025-02-15,History,152,53,0,0,129,23,0.6909,24273.79,159.7,50,0,0,0,258,2026-09-25
demo-costa,2025-02-15,History,135,47,0,0,102,33,0.9643,21429.95,158.74,45,0,0,0,230,2026-09-25
demo-centro,2025-02-16,History,98,34,0,0,86,12,0.4455,16389.38,167.24,32,0,0,0,167,2026-09-25
demo-costa,2025-02-16,History,122,43,0,0,109,13,0.8714,20924.51,171.51,40,0,0,0,207,2026-09-25
demo-centro,2025-02-17,History,104,36,0,0,71,33,0.4727,16241.31,156.17,34,0,0,0,177,2026-09-25
demo-costa,2025-02-17,History,131,46,0,0,103,28,0.9357,22060.38,168.4,43,0,0,0,223,2026-09-25
demo-centro,2025-02-18,History,117,41,0,0,99,18,0.5318,18132.95,154.98,39,0,0,0,199,2026-09-25
demo-costa,2025-02-18,History,133,47,0,0,108,25,0.95,21233.62,159.65,44,0,0,0,226,2026-09-25
demo-centro,2025-02-19,History,107,37,0,0,73,34,0.4864,16589.08,155.04,35,0,0,0,182,2026-09-25
demo-costa,2025-02-19,History,133,47,0,0,98,35,0.95,21195.38,159.36,44,0,0,0,226,2026-09-25
demo-centro,2025-02-20,History,121,42,0,0,84,37,0.55,18908.49,156.27,40,0,0,0,206,2026-09-25
demo-costa,2025-02-20,History,131,46,0,0,96,35,0.9357,22284.41,170.11,43,0,0,0,223,2026-09-25
demo-centro,2025-02-21,History,141,49,0,0,124,17,0.6409,23517.95,166.79,47,0,0,0,240,2026-09-25
demo-costa,2025-02-21,History,137,48,0,0,112,25,0.9786,23228.28,169.55,45,0,0,0,233,2026-09-25
demo-centro,2025-02-22,History,130,46,0,0,93,37,0.5909,21355.84,164.28,43,0,0,0,221,2026-09-25
demo-costa,2025-02-22,History,136,48,0,0,114,22,0.9714,22736.53,167.18,45,0,0,0,231,2026-09-25
demo-centro,2025-02-23,History,110,38,0,0,92,18,0.5,18462.41,167.84,36,0,0,0,187,2026-09-25
demo-costa,2025-02-23,History,127,44,0,0,111,16,0.9071,21786.51,171.55,42,0,0,0,216,2026-09-25
demo-centro,2025-02-24,History,131,46,0,0,99,32,0.5955,20909.17,159.61,43,0,0,0,223,2026-09-25
demo-costa,2025-02-24,History,137,48,0,0,121,16,0.9786,21579.75,157.52,45,0,0,0,233,2026-09-25
demo-centro,2025-02-25,History,116,41,0,0,85,31,0.5273,18022.01,155.36,38,0,0,0,197,2026-09-25
demo-costa,2025-02-25,History,122,43,0,0,101,21,0.8714,19529.12,160.07,40,0,0,0,207,2026-09-25
demo-centro,2025-02-26,History,115,40,0,0,77,38,0.5227,18189.56,158.17,38,0,0,0,196,2026-09-25
demo-costa,2025-02-26,History,126,44,0,0,94,32,0.9,20975.81,166.47,42,0,0,0,214,2026-09-25
demo-centro,2025-02-27,History,119,42,0,0,95,24,0.5409,19985.1,167.94,39,0,0,0,202,2026-09-25
demo-costa,2025-02-27,History,132,46,0,0,107,25,0.9429,22249.2,168.55,44,0,0,0,224,2026-09-25
demo-centro,2025-02-28,History,121,42,0,0,99,22,0.55,18693.66,154.49,40,0,0,0,206,2026-09-25
demo-costa,2025-02-28,History,137,48,0,0,108,29,0.9786,22859.9,166.86,45,0,0,0,233,2026-09-25
demo-centro,2025-03-01,History,174,61,0,0,133,41,0.7909,28819.57,165.63,57,0,0,0,296,2026-09-25
demo-costa,2025-03-01,History,112,39,0,0,98,14,0.8,18342.08,163.77,37,0,0,0,190,2026-09-25
demo-centro,2025-03-02,History,131,46,0,0,87,44,0.5955,22184.61,169.35,43,0,0,0,223,2026-09-25
demo-costa,2025-03-02,History,101,35,0,0,70,31,0.7214,16617.75,164.53,33,0,0,0,172,2026-09-25
demo-centro,2025-03-03,History,140,49,0,0,122,18,0.6364,22973.71,164.1,46,0,0,0,238,2026-09-25
demo-costa,2025-03-03,History,96,34,0,0,86,10,0.6857,15782.74,164.4,32,0,0,0,163,2026-09-25
demo-centro,2025-03-04,History,129,45,0,0,104,25,0.5864,21993.56,170.49,43,0,0,0,219,2026-09-25
demo-costa,2025-03-04,History,106,37,0,0,85,21,0.7571,15974.38,150.7,35,0,0,0,180,2026-09-25
demo-centro,2025-03-05,History,151,53,0,0,116,35,0.6864,25013.54,165.65,50,0,0,0,257,2026-09-25
demo-costa,2025-03-05,History,93,33,0,0,67,26,0.6643,14630.99,157.32,31,0,0,0,158,2026-09-25
demo-centro,2025-03-06,History,132,46,0,0,118,14,0.6,21334.46,161.62,44,0,0,0,224,2026-09-25
demo-costa,2025-03-06,History,103,36,0,0,74,29,0.7357,16494.77,160.14,34,0,0,0,175,2026-09-25
demo-centro,2025-03-07,History,139,49,0,0,95,44,0.6318,22235.57,159.97,46,0,0,0,236,2026-09-25
demo-costa,2025-03-07,History,111,39,0,0,73,38,0.7929,17860.42,160.9,37,0,0,0,189,2026-09-25
demo-centro,2025-03-08,History,150,52,0,0,122,28,0.6818,25624.61,170.83,50,0,0,0,255,2026-09-25
demo-costa,2025-03-08,History,107,37,0,0,74,33,0.7643,16967.64,158.58,35,0,0,0,182,2026-09-25
demo-centro,2025-03-09,History,136,48,0,0,114,22,0.6182,22256.54,163.65,45,0,0,0,231,2026-09-25
demo-costa,2025-03-09,History,90,31,0,0,67,23,0.6429,14422.87,160.25,30,0,0,0,153,2026-09-25
demo-centro,2025-03-10,History,136,48,0,0,122,14,0.6182,22000.92,161.77,45,0,0,0,231,2026-09-25
demo-costa,2025-03-10,History,98,34,0,0,66,32,0.7,14778.94,150.81,32,0,0,0,167,2026-09-25
demo-centro,2025-03-11,History,137,48,0,0,108,29,0.6227,23413.56,170.9,45,0,0,0,233,2026-09-25
demo-costa,2025-03-11,History,85,30,0,0,61,24,0.6071,14002.5,164.74,28,0,0,0,144,2026-09-25
demo-centro,2025-03-12,History,142,50,0,0,127,15,0.6455,24293.27,171.08,47,0,0,0,241,2026-09-25
demo-costa,2025-03-12,History,93,33,0,0,74,19,0.6643,14156.48,152.22,31,0,0,0,158,2026-09-25
demo-centro,2025-03-13,History,143,50,0,0,98,45,0.65,24343.04,170.23,47,0,0,0,243,2026-09-25
demo-costa,2025-03-13,History,101,35,0,0,89,12,0.7214,15588.41,154.34,33,0,0,0,172,2026-09-25
demo-centro,2025-03-14,History,169,59,0,0,142,27,0.7682,27155.83,160.69,56,0,0,0,287,2026-09-25
demo-costa,2025-03-14,History,104,36,0,0,69,35,0.7429,17154.63,164.95,34,0,0,0,177,2026-09-25
demo-centro,2025-03-15,History,156,55,0,0,123,33,0.7091,26091.36,167.25,51,0,0,0,265,2026-09-25
demo-costa,2025-03-15,History,111,39,0,0,81,30,0.7929,16720.05,150.63,37,0,0,0,189,2026-09-25
demo-centro,2025-03-16,History,103,36,0,0,90,13,0.4682,16649.73,161.65,34,0,0,0,175,2026-09-25
demo-costa,2025-03-16,History,91,32,0,0,63,28,0.65,14439.89,158.68,30,0,0,0,155,2026-09-25
demo-centro,2025-03-17,History,119,42,0,0,100,19,0.5409,18951.59,159.26,39,0,0,0,202,2026-09-25
demo-costa,2025-03-17,History,94,33,0,0,67,27,0.6714,14739.24,156.8,31,0,0,0,160,2026-09-25
demo-centro,2025-03-18,History,149,52,0,0,115,34,0.6773,23443.78,157.34,49,0,0,0,253,2026-09-25
demo-costa,2025-03-18,History,99,35,0,0,74,25,0.7071,15338.58,154.94,33,0,0,0,168,2026-09-25
demo-centro,2025-03-19,History,137,48,0,0,100,37,0.6227,21625.58,157.85,45,0,0,0,233,2026-09-25
demo-costa,2025-03-19,History,83,29,0,0,67,16,0.5929,13366.16,161.04,27,0,0,0,141,2026-09-25
demo-centro,2025-03-20,History,158,55,0,0,117,41,0.7182,26545.54,168.01,52,0,0,0,269,2026-09-25
demo-costa,2025-03-20,History,100,35,0,0,81,19,0.7143,15466.29,154.66,33,0,0,0,170,2026-09-25
demo-centro,2025-03-21,History,166,58,0,0,115,51,0.7545,27359.21,164.81,55,0,0,0,282,2026-09-25
demo-costa,2025-03-21,History,99,35,0,0,76,23,0.7071,16147.32,163.1,33,0,0,0,168,2026-09-25
demo-centro,2025-03-22,History,141,49,0,0,102,39,0.6409,23330.78,165.47,47,0,0,0,240,2026-09-25
demo-costa,2025-03-22,History,102,36,0,0,73,29,0.7286,15361.37,150.6,34,0,0,0,173,2026-09-25
demo-centro,2025-03-23,History,123,43,0,0,95,28,0.5591,21324.19,173.37,41,0,0,0,209,2026-09-25
demo-costa,2025-03-23,History,92,32,0,0,72,20,0.6571,14034.57,152.55,30,0,0,0,156,2026-09-25
demo-centro,2025-03-24,History,128,45,0,0,113,15,0.5818,21281.1,166.26,42,0,0,0,218,2026-09-25
demo-costa,2025-03-24,History,94,33,0,0,83,11,0.6714,15311.62,162.89,31,0,0,0,160,2026-09-25
demo-centro,2025-03-25,History,123,43,0,0,103,20,0.5591,20152.87,163.84,41,0,0,0,209,2026-09-25
demo-costa,2025-03-25,History,95,33,0,0,74,21,0.6786,15621.57,164.44,31,0,0,0,162,2026-09-25
demo-centro,2025-03-26,History,150,52,0,0,113,37,0.6818,25113.47,167.42,50,0,0,0,255,2026-09-25
demo-costa,2025-03-26,History,92,32,0,0,78,14,0.6571,13898.43,151.07,30,0,0,0,156,2026-09-25
demo-centro,2025-03-27,History,146,51,0,0,124,22,0.6636,23828.1,163.21,48,0,0,0,248,2026-09-25
demo-costa,2025-03-27,History,97,34,0,0,79,18,0.6929,14884.53,153.45,32,0,0,0,165,2026-09-25
demo-centro,2025-03-28,History,152,53,0,0,112,40,0.6909,25032.23,164.69,50,0,0,0,258,2026-09-25
demo-costa,2025-03-28,History,106,37,0,0,92,14,0.7571,16762.06,158.13,35,0,0,0,180,2026-09-25
demo-centro,2025-03-29,History,159,56,0,0,135,24,0.7227,26673.79,167.76,52,0,0,0,270,2026-09-25
demo-costa,2025-03-29,History,101,35,0,0,86,15,0.7214,15630.11,154.75,33,0,0,0,172,2026-09-25
demo-centro,2025-03-30,History,113,40,0,0,91,22,0.5136,18165.14,160.75,37,0,0,0,192,2026-09-25
demo-costa,2025-03-30,History,85,30,0,0,62,23,0.6071,12891.95,151.67,28,0,0,0,144,2026-09-25
demo-centro,2025-03-31,History,138,48,0,0,112,26,0.6273,21826.91,158.17,46,0,0,0,235,2026-09-25
demo-costa,2025-03-31,History,101,35,0,0,74,27,0.7214,15108.75,149.59,33,0,0,0,172,2026-09-25
demo-centro,2025-04-01,History,156,55,0,0,126,30,0.7091,27161.91,174.11,51,0,0,0,265,2026-09-25
demo-costa,2025-04-01,History,76,27,0,0,58,18,0.5429,11901.64,156.6,25,0,0,0,129,2026-09-25
demo-centro,2025-04-02,History,134,47,0,0,94,40,0.6091,21698.32,161.93,44,0,0,0,228,2026-09-25
demo-costa,2025-04-02,History,75,26,0,0,49,26,0.5357,11693.89,155.92,25,0,0,0,128,2026-09-25
demo-centro,2025-04-03,History,143,50,0,0,110,33,0.65,23724.15,165.9,47,0,0,0,243,2026-09-25
demo-costa,2025-04-03,History,80,28,0,0,63,17,0.5714,12664.93,158.31,26,0,0,0,136,2026-09-25
demo-centro,2025-04-04,History,158,55,0,0,120,38,0.7182,25025.04,158.39,52,0,0,0,269,2026-09-25
demo-costa,2025-04-04,History,90,31,0,0,70,20,0.6429,14056.89,156.19,30,0,0,0,153,2026-09-25
demo-centro,2025-04-05,History,164,57,0,0,124,40,0.7455,26281.8,160.25,54,0,0,0,279,2026-09-25
demo-costa,2025-04-05,History,94,33,0,0,84,10,0.6714,14096.7,149.96,31,0,0,0,160,2026-09-25
demo-centro,2025-04-06,History,124,43,0,0,83,41,0.5636,20187.16,162.8,41,0,0,0,211,2026-09-25
demo-costa,2025-04-06,History,80,28,0,0,62,18,0.5714,11919.75,149.0,26,0,0,0,136,2026-09-25
demo-centro,2025-04-07,History,128,45,0,0,113,15,0.5818,20778.87,162.33,42,0,0,0,218,2026-09-25
demo-costa,2025-04-07,History,78,27,0,0,53,25,0.5571,11392.82,146.06,26,0,0,0,133,2026-09-25
demo-centro,2025-04-08,History,143,50,0,0,107,36,0.65,23788.89,166.36,47,0,0,0,243,2026-09-25
demo-costa,2025-04-08,History,74,26,0,0,50,24,0.5286,11017.32,148.88,24,0,0,0,126,2026-09-25
demo-centro,2025-04-09,History,142,50,0,0,122,20,0.6455,24507.39,172.59,47,0,0,0,241,2026-09-25
demo-costa,2025-04-09,History,77,27,0,0,69,8,0.55,11311.62,146.9,25,0,0,0,131,2026-09-25
demo-centro,2025-04-10,History,173,61,0,0,139,34,0.7864,27546.27,159.23,57,0,0,0,294,2026-09-25
demo-costa,2025-04-10,History,69,24,0,0,58,11,0.4929,11020.22,159.71,23,0,0,0,117,2026-09-25
demo-centro,2025-04-11,History,143,50,0,0,119,24,0.65,23048.13,161.18,47,0,0,0,243,2026-09-25
demo-costa,2025-04-11,History,87,30,0,0,69,18,0.6214,13599.01,156.31,29,0,0,0,148,2026-09-25
demo-centro,2025-04-12,History,155,54,0,0,102,53,0.7045,26494.59,170.93,51,0,0,0,264,2026-09-25
demo-costa,2025-04-12,History,97,34,0,0,76,21,0.6929,14804.17,152.62,32,0,0,0,165,2026-09-25
demo-centro,2025-04-13,History,127,44,0,0,95,32,0.5773,20573.55,162.0,42,0,0,0,216,2026-09-25
demo-costa,2025-04-13,History,77,27,0,0,65,12,0.55,12277.63,159.45,25,0,0,0,131,2026-09-25
demo-centro,2025-04-14,History,158,55,0,0,104,54,0.7182,26791.45,169.57,52,0,0,0,269,2026-09-25
demo-costa,2025-04-14,History,87,30,0,0,76,11,0.6214,13753.14,158.08,29,0,0,0,148,2026-09-25
demo-centro,2025-04-15,History,133,47,0,0,103,30,0.6045,22730.98,170.91,44,0,0,0,226,2026-09-25
demo-costa,2025-04-15,History,72,25,0,0,52,20,0.5143,10747.33,149.27,24,0,0,0,122,2026-09-25
demo-centro,2025-04-16,History,149,52,0,0,132,17,0.6773,24672.9,165.59,49,0,0,0,253,2026-09-25
demo-costa,2025-04-16,History,77,27,0,0,58,19,0.55,11367.37,147.63,25,0,0,0,131,2026-09-25
demo-centro,2025-04-17,History,144,50,0,0,98,46,0.6545,23957.82,166.37,48,0,0,0,245,2026-09-25
demo-costa,2025-04-17,History,87,30,0,0,67,20,0.6214,13279.96,152.64,29,0,0,0,148,2026-09-25
demo-centro,2025-04-18,History,169,59,0,0,136,33,0.7682,28626.36,169.39,56,0,0,0,287,2026-09-25
demo-costa,2025-04-18,History,92,32,0,0,73,19,0.6571,13800.29,150.0,30,0,0,0,156,2026-09-25
demo-centro,2025-04-19,History,156,55,0,0,132,24,0.7091,24928.46,159.8,51,0,0,0,265,2026-09-25
demo-costa,2025-04-19,History,79,28,0,0,53,26,0.5643,12112.26,153.32,26,0,0,0,134,2026-09-25
demo-centro,2025-04-20,History,160,56,0,0,131,29,0.7273,26339.47,164.62,53,0,0,0,272,2026-09-25
demo-costa,2025-04-20,History,79,28,0,0,53,26,0.5643,12017.42,152.12,26,0,0,0,134,2026-09-25
demo-centro,2025-04-21,History,132,46,0,0,118,14,0.6,21965.7,166.41,44,0,0,0,224,2026-09-25
demo-costa,2025-04-21,History,73,26,0,0,49,24,0.5214,10713.71,146.76,24,0,0,0,124,2026-09-25
demo-centro,2025-04-22,History,156,55,0,0,133,23,0.7091,26411.06,169.3,51,0,0,0,265,2026-09-25
demo-costa,2025-04-22,History,77,27,0,0,54,23,0.55,12148.24,157.77,25,0,0,0,131,2026-09-25
demo-centro,2025-04-23,History,146,51,0,0,105,41,0.6636,25264.03,173.04,48,0,0,0,248,2026-09-25
demo-costa,2025-04-23,History,63,22,0,0,42,21,0.45,9648.11,153.14,21,0,0,0,107,2026-09-25
demo-centro,2025-04-24,History,135,47,0,0,98,37,0.6136,22828.53,169.1,45,0,0,0,230,2026-09-25
demo-costa,2025-04-24,History,79,28,0,0,65,14,0.5643,11637.46,147.31,26,0,0,0,134,2026-09-25
demo-centro,2025-04-25,History,160,56,0,0,141,19,0.7273,26106.57,163.17,53,0,0,0,272,2026-09-25
demo-costa,2025-04-25,History,100,35,0,0,85,15,0.7143,15708.07,157.08,33,0,0,0,170,2026-09-25
demo-centro,2025-04-26,History,171,60,0,0,124,47,0.7773,28486.08,166.59,56,0,0,0,291,2026-09-25
demo-costa,2025-04-26,History,81,28,0,0,53,28,0.5786,11782.83,145.47,27,0,0,0,138,2026-09-25
demo-centro,2025-04-27,History,130,46,0,0,85,45,0.5909,20892.87,160.71,43,0,0,0,221,2026-09-25
demo-costa,2025-04-27,History,74,26,0,0,60,14,0.5286,11183.47,151.13,24,0,0,0,126,2026-09-25
demo-centro,2025-04-28,History,133,47,0,0,117,16,0.6045,21141.81,158.96,44,0,0,0,226,2026-09-25
demo-costa,2025-04-28,History,78,27,0,0,52,26,0.5571,11705.07,150.07,26,0,0,0,133,2026-09-25
